sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"Christian has visited Enrique, Sean didn't visit Andover",Sean didn't visit Andover or Henry didn't visit Cedar City,Sean didn't visit Andover [MASK] Henry didn't visit Cedar City,or,"Christian, Sean, Henry","Enrique, Andover, Cedar City",1,"Christian, Sean, Enrique, Henry","Cedar City, Andover"
"Cory has visited Minneapolis, Luis has visited Fred",Luis has visited Fred and Cory has visited Minneapolis,Luis has visited Fred [MASK] Cory has visited Minneapolis,and,"Cory, Luis","Minneapolis, Fred","0, 1","Cory, Luis, Fred",Minneapolis
"Vincent didn't visit Bronx, Mathew has visited Arnold",Vincent didn't visit Bronx and Mathew has visited Arnold,Vincent didn't visit Bronx [MASK] Mathew has visited Arnold,and,"Vincent, Mathew","Bronx, Arnold","0, 1","Vincent, Mathew, Arnold",Bronx
"Timothy didn't visit Greenville, Frederick didn't visit Hinton",Timothy didn't visit Greenville or Arnold has visited Clearfield,Timothy didn't visit Greenville [MASK] Arnold has visited Clearfield,or,"Timothy, Frederick, Arnold","Greenville, Hinton, Clearfield",0,"Timothy, Frederick, Arnold","Hinton, Clearfield, Greenville"
"Derek didn't visit Clarence, Gene didn't visit Glen",Gene didn't visit Glen and Derek didn't visit Clarence,Gene didn't visit Glen [MASK] Derek didn't visit Clarence,and,"Derek, Gene","Clarence, Glen","0, 1","Derek, Gene, Clarence, Glen",
"Jerry has visited Bruce, Johnnie didn't visit Spartanburg",Johnnie didn't visit Spartanburg or Albert didn't visit Jorge,Johnnie didn't visit Spartanburg [MASK] Albert didn't visit Jorge,or,"Jerry, Johnnie, Albert","Bruce, Spartanburg, Jorge",1,"Jerry, Johnnie, Bruce, Albert",Spartanburg
"Calvin didn't visit Cambridge, Bernard has visited Hastings",Calvin didn't visit Cambridge and Bernard has visited Hastings,Calvin didn't visit Cambridge [MASK] Bernard has visited Hastings,and,"Calvin, Bernard","Cambridge, Hastings","0, 1","Calvin, Bernard","Hastings, Cambridge"
"Clayton didn't visit El Reno, Roland didn't visit Andre",Clayton didn't visit El Reno or Barry didn't visit Abilene,Clayton didn't visit El Reno [MASK] Barry didn't visit Abilene,or,"Clayton, Roland, Barry","El Reno, Andre, Abilene",0,"Clayton, Roland, Andre, Barry","El Reno, Abilene"
"William didn't visit Jaime, Joel has visited West Haven",Joel has visited West Haven and William didn't visit Jaime,Joel has visited West Haven [MASK] William didn't visit Jaime,and,"William, Joel","Jaime, West Haven","0, 1","William, Joel, Jaime",West Haven
"Hugh didn't visit Sergio, Elmer didn't visit Lubbock",Casey didn't visit Watertown or Hugh didn't visit Sergio,Casey didn't visit Watertown [MASK] Hugh didn't visit Sergio,or,"Hugh, Elmer, Casey","Sergio, Lubbock, Watertown",0,"Hugh, Elmer, Sergio, Casey","Lubbock, Watertown"
"Raymond has visited Redmond, Russell didn't visit Marc",Raymond has visited Redmond and Russell didn't visit Marc,Raymond has visited Redmond [MASK] Russell didn't visit Marc,and,"Raymond, Russell","Redmond, Marc","0, 1","Raymond, Russell, Marc",Redmond
"Morris has visited Oskaloosa, Guy didn't visit Nicholas",Guy didn't visit Nicholas and Morris has visited Oskaloosa,Guy didn't visit Nicholas [MASK] Morris has visited Oskaloosa,and,"Morris, Guy","Oskaloosa, Nicholas","0, 1","Morris, Guy, Nicholas",Oskaloosa
"Benjamin didn't visit Dennis, Tracy didn't visit Shane",Tracy didn't visit Shane or Morris has visited Ely,Tracy didn't visit Shane [MASK] Morris has visited Ely,or,"Benjamin, Tracy, Morris","Dennis, Shane, Ely",1,"Benjamin, Tracy, Shane, Dennis, Morris",Ely
"Ricardo has visited Miguel, Larry has visited McAllen",Larry has visited McAllen and Ricardo has visited Miguel,Larry has visited McAllen [MASK] Ricardo has visited Miguel,and,"Ricardo, Larry","Miguel, McAllen","0, 1","Ricardo, Larry, Miguel",McAllen
"Marion has visited Alvin, Morris has visited Dalton",Marion has visited Alvin and Morris has visited Dalton,Marion has visited Alvin [MASK] Morris has visited Dalton,and,"Marion, Morris","Alvin, Dalton","0, 1","Marion, Morris, Alvin",Dalton
"Alfred has visited Lake City, Lee didn't visit Smyrna",Alfred has visited Lake City and Lee didn't visit Smyrna,Alfred has visited Lake City [MASK] Lee didn't visit Smyrna,and,"Alfred, Lee","Lake City, Smyrna","0, 1","Alfred, Lee","Smyrna, Lake City"
"Joseph has visited Travis, Elmer didn't visit Kent",Elmer didn't visit Kent and Joseph has visited Travis,Elmer didn't visit Kent [MASK] Joseph has visited Travis,and,"Joseph, Elmer","Travis, Kent","0, 1","Joseph, Elmer, Kent, Travis",
"Raymond has visited Torrington, Andrew didn't visit Climax",Andrew didn't visit Climax and Raymond has visited Torrington,Andrew didn't visit Climax [MASK] Raymond has visited Torrington,and,"Raymond, Andrew","Torrington, Climax","0, 1","Raymond, Andrew","Torrington, Climax"
"Ruben has visited Ray, Louis didn't visit Fort Payne",Ruben has visited Ray and Louis didn't visit Fort Payne,Ruben has visited Ray [MASK] Louis didn't visit Fort Payne,and,"Ruben, Louis","Ray, Fort Payne","0, 1","Ruben, Louis, Ray",Fort Payne
"Joshua has visited Andy, Casey has visited Greenville",Duane didn't visit Dedham or Joshua has visited Andy,Duane didn't visit Dedham [MASK] Joshua has visited Andy,or,"Joshua, Casey, Duane","Andy, Greenville, Dedham",0,"Joshua, Casey, Andy, Duane","Dedham, Greenville"
"Darryl didn't visit San Jose, Elmer didn't visit Pontiac",Elmer didn't visit Pontiac and Darryl didn't visit San Jose,Elmer didn't visit Pontiac [MASK] Darryl didn't visit San Jose,and,"Darryl, Elmer","San Jose, Pontiac","0, 1","Darryl, Elmer","San Jose, Pontiac"
"Chester has visited Anaheim, Jack didn't visit Joplin",Chester has visited Anaheim and Jack didn't visit Joplin,Chester has visited Anaheim [MASK] Jack didn't visit Joplin,and,"Chester, Jack","Anaheim, Joplin","0, 1","Chester, Jack","Joplin, Anaheim"
"Seth has visited Willie, Tyrone has visited Alma",Seth has visited Willie and Tyrone has visited Alma,Seth has visited Willie [MASK] Tyrone has visited Alma,and,"Seth, Tyrone","Willie, Alma","0, 1","Seth, Tyrone, Willie",Alma
"Leroy didn't visit Michael, Barry didn't visit Kennebunkport",Leroy didn't visit Michael and Barry didn't visit Kennebunkport,Leroy didn't visit Michael [MASK] Barry didn't visit Kennebunkport,and,"Leroy, Barry","Michael, Kennebunkport","0, 1","Leroy, Barry, Michael",Kennebunkport
"Curtis didn't visit Orange, Andrew didn't visit Christopher",Andrew didn't visit Christopher or Sergio didn't visit New York City,Andrew didn't visit Christopher [MASK] Sergio didn't visit New York City,or,"Curtis, Andrew, Sergio","Orange, Christopher, New York City",1,"Curtis, Andrew, Christopher, Sergio","New York City, Orange"
"Jimmy didn't visit Dale, Armando has visited Franklin",Armando has visited Franklin or Leon has visited Pasadena,Armando has visited Franklin [MASK] Leon has visited Pasadena,or,"Jimmy, Armando, Leon","Dale, Franklin, Pasadena",1,"Jimmy, Armando, Dale, Franklin, Leon",Pasadena
"Zachary has visited Jose, Kelly has visited Bristol",Kelly has visited Bristol and Zachary has visited Jose,Kelly has visited Bristol [MASK] Zachary has visited Jose,and,"Zachary, Kelly","Jose, Bristol","0, 1","Zachary, Kelly, Jose",Bristol
"Jesus has visited Monmouth, Vernon has visited Missouri",Vernon has visited Missouri and Jesus has visited Monmouth,Vernon has visited Missouri [MASK] Jesus has visited Monmouth,and,"Jesus, Vernon","Monmouth, Missouri","0, 1","Jesus, Vernon","Monmouth, Missouri"
"Ronald has visited Mario, Ricky didn't visit Eddie",Ricky didn't visit Eddie or Dwayne has visited Englewood,Ricky didn't visit Eddie [MASK] Dwayne has visited Englewood,or,"Ronald, Ricky, Dwayne","Mario, Eddie, Englewood",1,"Ronald, Ricky, Eddie, Mario, Dwayne",Englewood
"Randall didn't visit Ruben, Glenn didn't visit Arthur",Carlos has visited Craig or Randall didn't visit Ruben,Carlos has visited Craig [MASK] Randall didn't visit Ruben,or,"Randall, Glenn, Carlos","Ruben, Arthur, Craig",0,"Randall, Glenn, Ruben, Arthur, Carlos",
"Lawrence has visited Lee, Keith didn't visit Yorba Linda",Keith didn't visit Yorba Linda and Lawrence has visited Lee,Keith didn't visit Yorba Linda [MASK] Lawrence has visited Lee,and,"Lawrence, Keith","Lee, Yorba Linda","0, 1","Lawrence, Keith, Lee",Yorba Linda
"Jim has visited Tewksbury, Clarence didn't visit Clifford",Clarence didn't visit Clifford or Bernard has visited Ian,Clarence didn't visit Clifford [MASK] Bernard has visited Ian,or,"Jim, Clarence, Bernard","Tewksbury, Clifford, Ian",1,"Jim, Clarence, Clifford, Bernard",Tewksbury
"Earl didn't visit Oxnard, Henry has visited Lawrence",Henry has visited Lawrence and Earl didn't visit Oxnard,Henry has visited Lawrence [MASK] Earl didn't visit Oxnard,and,"Earl, Henry","Oxnard, Lawrence","0, 1","Earl, Henry","Oxnard, Lawrence"
"Victor has visited Kirk, Kenneth has visited Tommy",Victor has visited Kirk and Kenneth has visited Tommy,Victor has visited Kirk [MASK] Kenneth has visited Tommy,and,"Victor, Kenneth","Kirk, Tommy","0, 1","Victor, Kenneth, Tommy, Kirk",
"Ruben has visited Bluefield, Marion has visited Hartsville",Antonio has visited Jon or Ruben has visited Bluefield,Antonio has visited Jon [MASK] Ruben has visited Bluefield,or,"Ruben, Marion, Antonio","Bluefield, Hartsville, Jon",0,"Ruben, Marion, Antonio","Bluefield, Hartsville"
"Ray didn't visit Chester, Darryl didn't visit Farmington",Darryl didn't visit Farmington or Zachary didn't visit Eric,Darryl didn't visit Farmington [MASK] Zachary didn't visit Eric,or,"Ray, Darryl, Zachary","Chester, Farmington, Eric",1,"Ray, Darryl, Chester, Zachary",Farmington
"Alfred didn't visit Byron, Carl didn't visit Lander",Alfred didn't visit Byron and Carl didn't visit Lander,Alfred didn't visit Byron [MASK] Carl didn't visit Lander,and,"Alfred, Carl","Byron, Lander","0, 1","Alfred, Carl, Byron",Lander
"Rene didn't visit New Castle, Arthur didn't visit Duane",Arthur didn't visit Duane or Fred didn't visit Wesley,Arthur didn't visit Duane [MASK] Fred didn't visit Wesley,or,"Rene, Arthur, Fred","New Castle, Duane, Wesley",1,"Rene, Arthur, Duane, Fred",New Castle
"Chester has visited Jeffery, Gary didn't visit Juan",Arthur has visited Lexington or Chester has visited Jeffery,Arthur has visited Lexington [MASK] Chester has visited Jeffery,or,"Chester, Gary, Arthur","Jeffery, Juan, Lexington",0,"Chester, Gary, Jeffery, Juan, Arthur",Lexington
"Russell has visited Tyler, Albert didn't visit Cuyahoga Falls",Russell has visited Tyler or Everett has visited Laredo,Russell has visited Tyler [MASK] Everett has visited Laredo,or,"Russell, Albert, Everett","Tyler, Cuyahoga Falls, Laredo",0,"Russell, Albert, Tyler, Everett","Laredo, Cuyahoga Falls"
"Jerry didn't visit Zachary, Gabriel has visited Interlochen",Jerry didn't visit Zachary and Gabriel has visited Interlochen,Jerry didn't visit Zachary [MASK] Gabriel has visited Interlochen,and,"Jerry, Gabriel","Zachary, Interlochen","0, 1","Jerry, Gabriel, Zachary",Interlochen
"Joel has visited Auburn, Lawrence has visited Portsmouth",Mark has visited Pass Christian or Joel has visited Auburn,Mark has visited Pass Christian [MASK] Joel has visited Auburn,or,"Joel, Lawrence, Mark","Auburn, Portsmouth, Pass Christian",0,"Joel, Lawrence, Mark","Pass Christian, Auburn, Portsmouth"
"Kent has visited Fitchburg, Adam didn't visit Clayton",Adam didn't visit Clayton and Kent has visited Fitchburg,Adam didn't visit Clayton [MASK] Kent has visited Fitchburg,and,"Kent, Adam","Fitchburg, Clayton","0, 1","Kent, Adam, Clayton",Fitchburg
"Bobby didn't visit Zachary, Freddie has visited Waukesha",Bobby didn't visit Zachary and Freddie has visited Waukesha,Bobby didn't visit Zachary [MASK] Freddie has visited Waukesha,and,"Bobby, Freddie","Zachary, Waukesha","0, 1","Bobby, Freddie, Zachary",Waukesha
"Mario didn't visit Brett, Carl has visited Andover",Mario didn't visit Brett and Carl has visited Andover,Mario didn't visit Brett [MASK] Carl has visited Andover,and,"Mario, Carl","Brett, Andover","0, 1","Mario, Carl, Brett",Andover
"Joshua has visited Portsmouth, Jonathan didn't visit Lance",Dwayne didn't visit Duane or Joshua has visited Portsmouth,Dwayne didn't visit Duane [MASK] Joshua has visited Portsmouth,or,"Joshua, Jonathan, Dwayne","Portsmouth, Lance, Duane",0,"Joshua, Jonathan, Lance, Dwayne",Portsmouth
"Karl has visited Santa Ana, Eddie didn't visit Richard",Karl has visited Santa Ana or Peter didn't visit Lester,Karl has visited Santa Ana [MASK] Peter didn't visit Lester,or,"Karl, Eddie, Peter","Santa Ana, Richard, Lester",0,"Karl, Eddie, Richard, Peter",Santa Ana
"Bernard didn't visit Ricardo, Jay didn't visit Leo",Edward didn't visit Derek or Jay didn't visit Leo,Edward didn't visit Derek [MASK] Jay didn't visit Leo,or,"Bernard, Jay, Edward","Ricardo, Leo, Derek",1,"Bernard, Jay, Leo, Ricardo, Edward",
"Charlie has visited Newton, Terrence has visited Mexico",Charlie has visited Newton and Terrence has visited Mexico,Charlie has visited Newton [MASK] Terrence has visited Mexico,and,"Charlie, Terrence","Newton, Mexico","0, 1","Charlie, Terrence","Newton, Mexico"
"Mark has visited Toccoa, Don has visited Shane",Clarence didn't visit Biloxi or Don has visited Shane,Clarence didn't visit Biloxi [MASK] Don has visited Shane,or,"Mark, Don, Clarence","Toccoa, Shane, Biloxi",1,"Mark, Don, Shane, Clarence","Biloxi, Toccoa"
"Gabriel has visited Dave, Dwayne didn't visit Thousand Oaks",Danny didn't visit Luis or Dwayne didn't visit Thousand Oaks,Danny didn't visit Luis [MASK] Dwayne didn't visit Thousand Oaks,or,"Gabriel, Dwayne, Danny","Dave, Thousand Oaks, Luis",1,"Gabriel, Dwayne, Dave, Danny",Thousand Oaks
"Glen has visited Corinth, Jeffery didn't visit Amarillo",Lawrence didn't visit Carl or Jeffery didn't visit Amarillo,Lawrence didn't visit Carl [MASK] Jeffery didn't visit Amarillo,or,"Glen, Jeffery, Lawrence","Corinth, Amarillo, Carl",1,"Glen, Jeffery, Lawrence","Amarillo, Corinth"
"Jeff has visited Kingsville, Casey didn't visit Randall",Casey didn't visit Randall and Jeff has visited Kingsville,Casey didn't visit Randall [MASK] Jeff has visited Kingsville,and,"Jeff, Casey","Kingsville, Randall","0, 1","Jeff, Casey, Randall",Kingsville
"Jacob didn't visit Buena Park, Jared didn't visit Ken",Darryl didn't visit Louisville or Jacob didn't visit Buena Park,Darryl didn't visit Louisville [MASK] Jacob didn't visit Buena Park,or,"Jacob, Jared, Darryl","Buena Park, Ken, Louisville",0,"Jacob, Jared, Ken, Darryl","Louisville, Buena Park"
"Thomas has visited Elmer, Gary has visited New Harmony",Henry didn't visit Franklin or Gary has visited New Harmony,Henry didn't visit Franklin [MASK] Gary has visited New Harmony,or,"Thomas, Gary, Henry","Elmer, New Harmony, Franklin",1,"Thomas, Gary, Elmer, Henry","Franklin, New Harmony"
"Ryan has visited Nephi, Kevin has visited Darrell",Kevin has visited Darrell or Wallace didn't visit Conway,Kevin has visited Darrell [MASK] Wallace didn't visit Conway,or,"Ryan, Kevin, Wallace","Nephi, Darrell, Conway",1,"Ryan, Kevin, Darrell, Wallace","Conway, Nephi"
"Karl didn't visit Portsmouth, Ralph didn't visit Thomas",Karl didn't visit Portsmouth and Ralph didn't visit Thomas,Karl didn't visit Portsmouth [MASK] Ralph didn't visit Thomas,and,"Karl, Ralph","Portsmouth, Thomas","0, 1","Karl, Ralph, Thomas",Portsmouth
"Marcus has visited Maurice, Marvin didn't visit Spartanburg",Marcus has visited Maurice and Marvin didn't visit Spartanburg,Marcus has visited Maurice [MASK] Marvin didn't visit Spartanburg,and,"Marcus, Marvin","Maurice, Spartanburg","0, 1","Marcus, Marvin, Maurice",Spartanburg
"Lawrence didn't visit Brian, Michael didn't visit Port Orford",Michael didn't visit Port Orford and Lawrence didn't visit Brian,Michael didn't visit Port Orford [MASK] Lawrence didn't visit Brian,and,"Lawrence, Michael","Brian, Port Orford","0, 1","Lawrence, Michael, Brian",Port Orford
"Nathan didn't visit Gabriel, Wade didn't visit Wausau",Nathan didn't visit Gabriel or Gilbert has visited Albert Lea,Nathan didn't visit Gabriel [MASK] Gilbert has visited Albert Lea,or,"Nathan, Wade, Gilbert","Gabriel, Wausau, Albert Lea",0,"Nathan, Wade, Gabriel, Gilbert","Wausau, Albert Lea"
"Marshall didn't visit Bend, Hugh has visited Arnold",Hugh has visited Arnold and Marshall didn't visit Bend,Hugh has visited Arnold [MASK] Marshall didn't visit Bend,and,"Marshall, Hugh","Bend, Arnold","0, 1","Marshall, Hugh, Arnold",Bend
"Benjamin has visited Julian, Clyde didn't visit Laurel",Paul has visited Wyandotte or Benjamin has visited Julian,Paul has visited Wyandotte [MASK] Benjamin has visited Julian,or,"Benjamin, Clyde, Paul","Julian, Laurel, Wyandotte",0,"Benjamin, Clyde, Julian, Paul","Laurel, Wyandotte"
"Earl has visited Carlos, Leonard didn't visit Valdez",Leonard didn't visit Valdez and Earl has visited Carlos,Leonard didn't visit Valdez [MASK] Earl has visited Carlos,and,"Earl, Leonard","Carlos, Valdez","0, 1","Earl, Leonard, Carlos",Valdez
"Joseph didn't visit Stanley, Wade didn't visit Point Roberts",Joseph didn't visit Stanley and Wade didn't visit Point Roberts,Joseph didn't visit Stanley [MASK] Wade didn't visit Point Roberts,and,"Joseph, Wade","Stanley, Point Roberts","0, 1","Joseph, Wade, Stanley",Point Roberts
