sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"Karl has visited Louis, Brad didn't visit Athens.",it's false that everyone has visited Athens,it's false that [MASK] has visited Athens,everyone,"Karl, Brad","Louis, Athens",1,"Karl, Brad, Louis",Athens
"Juan didn't visit John, everyone has visited Sapulpa.",someone didn't visit John,[MASK] didn't visit John,someone,Juan,"John, Sapulpa",0,"Juan, John",Sapulpa
"Gene didn't visit Waterbury, Willard has visited Bruce.",it's false that everyone has visited Waterbury,it's false that [MASK] has visited Waterbury,everyone,"Gene, Willard","Waterbury, Bruce",0,"Gene, Willard, Bruce",Waterbury
"Alfredo didn't visit Keith, someone has visited Winchester.",it's false that everyone has visited Keith,it's false that [MASK] has visited Keith,everyone,Alfredo,"Keith, Winchester",0,"Alfredo, Keith",Winchester
"everyone has visited Cecil, Luis didn't visit Interlochen.",it's false that everyone has visited Interlochen,it's false that [MASK] has visited Interlochen,everyone,Luis,"Cecil, Interlochen",1,"Luis, Cecil",Interlochen
"Fred didn't visit Glen, Felix has visited East Hampton.",it's false that everyone has visited Glen,it's false that [MASK] has visited Glen,everyone,"Fred, Felix","Glen, East Hampton",0,"Fred, Felix, Glen",East Hampton
"Brett didn't visit Edward, Frederi didn't visit Perry.",it's false that everyone has visited Perry,it's false that [MASK] has visited Perry,everyone,"Brett, Frederi","Edward, Perry",1,"Brett, Frederi, Perry, Edward",
"everyone has visited Daryl, someone has visited Michigan.",it's false that someone didn't visit Daryl,it's false that [MASK] didn't visit Daryl,someone,,"Daryl, Michigan",0,Daryl,Michigan
"Johnny didn't visit Winnetka, everyone didn't visit Price.",it's false that everyone has visited Winnetka,it's false that [MASK] has visited Winnetka,everyone,Johnny,"Winnetka, Price",0,Johnny,"Price, Winnetka"
"everyone has visited Gilbert, Tracy didn't visit Christian.",it's false that someone didn't visit Gilbert,it's false that [MASK] didn't visit Gilbert,someone,Tracy,"Gilbert, Christian",0,"Tracy, Gilbert, Christian",
"Marshall didn't visit Alfred, Jesse didn't visit Jacksonville.",it's false that everyone has visited Alfred,it's false that [MASK] has visited Alfred,everyone,"Marshall, Jesse","Alfred, Jacksonville",0,"Marshall, Jesse, Alfred",Jacksonville
"Louis didn't visit Alameda, someone has visited Franklin.",it's false that everyone has visited Alameda,it's false that [MASK] has visited Alameda,everyone,Louis,"Alameda, Franklin",0,Louis,"Alameda, Franklin"
"someone has visited Watertown, everyon has visited Leon.",it's false that someone didn't visit Leon,it's false that [MASK] didn't visit Leon,someone,everyon,"Watertown, Leon",1,"everyon, Leon",Watertown
"Reginal didn't visit Francisco, someone didn't visit Edwin.",it's false that everyone has visited Francisco,it's false that [MASK] has visited Francisco,everyone,Reginal,"Francisco, Edwin",0,"Reginal, Edwin, Francisco",
"Hugh has visited Saint Joseph, Ivan has visited Bryan.",someone has visited Saint Joseph,[MASK] has visited Saint Joseph,someone,"Hugh, Ivan","Saint Joseph, Bryan",0,"Hugh, Ivan, Bryan",Saint Joseph
"everyone didn't visit Fred, Joe didn't visit Clayton.",it's false that everyone has visited Clayton,it's false that [MASK] has visited Clayton,everyone,Joe,"Fred, Clayton",1,"Joe, Fred, Clayton",
"Jerome didn't visit Brainerd, Ernest has visited Philip.",it's false that everyone has visited Brainerd,it's false that [MASK] has visited Brainerd,everyone,"Jerome, Ernest","Brainerd, Philip",0,"Jerome, Ernest, Philip",Brainerd
"Micheal didn't visit Frederick, Donald didn't visit Gloversville.",it's false that everyone has visited Gloversville,it's false that [MASK] has visited Gloversville,everyone,"Micheal, Donald","Frederick, Gloversville",1,"Micheal, Donald, Frederick",Gloversville
"Marc has visited Neosho, Richard didn't visit Warren.",it's false that everyone has visited Warren,it's false that [MASK] has visited Warren,everyone,"Marc, Richard","Neosho, Warren",1,"Marc, Richard, Warren",Neosho
"Rafael didn't visit Connecticut, Ryan didn't visit Sam.",it's false that everyone has visited Connecticut,it's false that [MASK] has visited Connecticut,everyone,"Rafael, Ryan","Connecticut, Sam",0,"Rafael, Ryan, Sam",Connecticut
"everyone has visited Aberdeen, everyone has visited Marvin.",it's false that someone didn't visit Marvin,it's false that [MASK] didn't visit Marvin,someone,,"Aberdeen, Marvin",1,Marvin,Aberdeen
"Micheal didn't visit Oscar, Francis didn't visit Clifton.",someone didn't visit Oscar,[MASK] didn't visit Oscar,someone,"Micheal, Francis","Oscar, Clifton",0,"Micheal, Francis, Oscar, Clifton",
"Alex didn't visit Max, everyone has visited Southington.",it's false that everyone has visited Max,it's false that [MASK] has visited Max,everyone,Alex,"Max, Southington",0,"Alex, Max",Southington
"Joe has visited Albany, everyone has visited Temple.",it's false that someone didn't visit Temple,it's false that [MASK] didn't visit Temple,someone,Joe,"Albany, Temple",1,Joe,"Albany, Temple"
"Andy didn't visit Pendleton, everyone didn't visit Ada.",it's false that everyone has visited Pendleton,it's false that [MASK] has visited Pendleton,everyone,Andy,"Pendleton, Ada",0,Andy,"Pendleton, Ada"
"Keith didn't visit Fairbanks, someone has visited Byron.",it's false that everyone has visited Fairbanks,it's false that [MASK] has visited Fairbanks,everyone,Keith,"Fairbanks, Byron",0,"Keith, Byron",Fairbanks
"Arnold has visited Kirk, Alan has visited Wade.",someone has visited Wade,[MASK] has visited Wade,someone,"Arnold, Alan","Kirk, Wade",1,"Arnold, Alan, Wade, Kirk",
"Steve didn't visit Williamsburg, Lester has visited White Springs.",it's false that everyone has visited Williamsburg,it's false that [MASK] has visited Williamsburg,everyone,"Steve, Lester","Williamsburg, White Springs",0,"Steve, Lester","White Springs, Williamsburg"
"Johnnie didn't visit Mike, everyone has visited Panama City.",it's false that everyone has visited Mike,it's false that [MASK] has visited Mike,everyone,Johnnie,"Mike, Panama City",0,"Johnnie, Mike",Panama City
"someone didn't visit Leo, Eduardo didn't visit Lower Southampton.",it's false that everyone has visited Lower Southampton,it's false that [MASK] has visited Lower Southampton,everyone,Eduardo,"Leo, Lower Southampton",1,"Eduardo, Leo",Lower Southampton
"Jeffery didn't visit Hazleton, Peter didn't visit Randall.",it's false that everyone has visited Randall,it's false that [MASK] has visited Randall,everyone,"Jeffery, Peter","Hazleton, Randall",1,"Jeffery, Peter, Randall",Hazleton
"everyone has visited Delaware, someone didn't visit Jeffery.",it's false that someone didn't visit Delaware,it's false that [MASK] didn't visit Delaware,someone,,"Delaware, Jeffery",0,Jeffery,Delaware
"someone didn't visit Oneida, everyone has visited Fernando.",it's false that someone didn't visit Fernando,it's false that [MASK] didn't visit Fernando,someone,,"Oneida, Fernando",1,Fernando,Oneida
"someone didn't visit Frederick, Jesus has visited Rockford.",someone has visited Rockford,[MASK] has visited Rockford,someone,Jesus,"Frederick, Rockford",1,Jesus,"Rockford, Frederick"
"everyone has visited Plattsburgh, Alvin has visited Ross.",it's false that someone didn't visit Plattsburgh,it's false that [MASK] didn't visit Plattsburgh,someone,Alvin,"Plattsburgh, Ross",0,"Alvin, Ross",Plattsburgh
"Joel didn't visit Troy, someone has visited Sauk Centre.",it's false that everyone has visited Troy,it's false that [MASK] has visited Troy,everyone,Joel,"Troy, Sauk Centre",0,"Joel, Troy",Sauk Centre
"everyone has visited Toccoa, Ron didn't visit Kennebunkport.",it's false that everyone has visited Kennebunkport,it's false that [MASK] has visited Kennebunkport,everyone,Ron,"Toccoa, Kennebunkport",1,Ron,"Kennebunkport, Toccoa"
"everyone didn't visit Roberto, Fred didn't visit Wellesley.",someone didn't visit Wellesley,[MASK] didn't visit Wellesley,someone,Fred,"Roberto, Wellesley",1,"Fred, Roberto",Wellesley
"everyone has visited New York, everyone has visited Middletown.",it's false that someone didn't visit Middletown,it's false that [MASK] didn't visit Middletown,someone,,"New York, Middletown",1,,"Middletown, New York"
"Enrique didn't visit Armando, Marvin has visited Peter.",someone didn't visit Armando,[MASK] didn't visit Armando,someone,"Enrique, Marvin","Armando, Peter",0,"Enrique, Marvin, Peter, Armando",
"Clayton didn't visit White Sulphur Springs, everyone has visited Bryan.",it's false that everyone has visited White Sulphur Springs,it's false that [MASK] has visited White Sulphur Springs,everyone,Clayton,"White Sulphur Springs, Bryan",0,"Clayton, Bryan",White Sulphur Springs
"Marshall didn't visit Jon, Roland has visited Gordon.",it's false that everyone has visited Jon,it's false that [MASK] has visited Jon,everyone,"Marshall, Roland","Jon, Gordon",0,"Marshall, Roland, Jon, Gordon",
"Harvey didn't visit Cecil, everyone didn't visit Lance.",it's false that everyone has visited Cecil,it's false that [MASK] has visited Cecil,everyone,Harvey,"Cecil, Lance",0,"Harvey, Lance, Cecil",
"Corey didn't visit Rock Springs, someone has visited Roanoke.",it's false that everyone has visited Rock Springs,it's false that [MASK] has visited Rock Springs,everyone,Corey,"Rock Springs, Roanoke",0,Corey,"Roanoke, Rock Springs"
"Antonio didn't visit Walpi, Fernando didn't visit Elmer.",someone didn't visit Elmer,[MASK] didn't visit Elmer,someone,"Antonio, Fernando","Walpi, Elmer",1,"Antonio, Fernando, Elmer",Walpi
"Seth didn't visit Tyrone, Craig didn't visit Fairfield.",it's false that everyone has visited Fairfield,it's false that [MASK] has visited Fairfield,everyone,"Seth, Craig","Tyrone, Fairfield",1,"Seth, Craig, Tyrone",Fairfield
"Jimmy has visited Duluth, Danny didn't visit Ramon.",it's false that everyone has visited Ramon,it's false that [MASK] has visited Ramon,everyone,"Jimmy, Danny","Duluth, Ramon",1,"Jimmy, Danny, Ramon",Duluth
"Stephen didn't visit Johnson City, everyone didn't visit Dustin.",it's false that everyone has visited Johnson City,it's false that [MASK] has visited Johnson City,everyone,Stephen,"Johnson City, Dustin",0,"Stephen, Dustin",Johnson City
"everyone has visited Lafayette, someone has visited Joe.",it's false that someone didn't visit Lafayette,it's false that [MASK] didn't visit Lafayette,someone,,"Lafayette, Joe",0,Joe,Lafayette
"Jeffery didn't visit Plymouth, Mike has visited Shawn.",someone has visited Shawn,[MASK] has visited Shawn,someone,"Jeffery, Mike","Plymouth, Shawn",1,"Jeffery, Mike, Shawn",Plymouth
"Arnold has visited Greenbelt, Bruce didn't visit Brian.",it's false that everyone has visited Brian,it's false that [MASK] has visited Brian,everyone,"Arnold, Bruce","Greenbelt, Brian",1,"Arnold, Bruce, Brian",Greenbelt
"Ben didn't visit Petoskey, Bill didn't visit Everett.",it's false that everyone has visited Everett,it's false that [MASK] has visited Everett,everyone,"Ben, Bill","Petoskey, Everett",1,"Ben, Bill, Everett",Petoskey
"Keith didn't visit Gene, Bill didn't visit Machias.",it's false that everyone has visited Gene,it's false that [MASK] has visited Gene,everyone,"Keith, Bill","Gene, Machias",0,"Keith, Bill, Gene",Machias
"everyone didn't visit Fredonia, Alvin has visited Willard.",someone has visited Willard,[MASK] has visited Willard,someone,Alvin,"Fredonia, Willard",1,"Alvin, Willard",Fredonia
"Andrew didn't visit Mark, Kelly didn't visit Raul.",it's false that everyone has visited Mark,it's false that [MASK] has visited Mark,everyone,"Andrew, Kelly","Mark, Raul",0,"Andrew, Kelly, Raul, Mark",
"Carlos has visited Cory, Michael didn't visit Willie.",it's false that everyone has visited Willie,it's false that [MASK] has visited Willie,everyone,"Carlos, Michael","Cory, Willie",1,"Carlos, Michael, Willie, Cory",
"everyon has visited Naples, someone didn't visit Steve.",it's false that someone didn't visit Naples,it's false that [MASK] didn't visit Naples,someone,everyon,"Naples, Steve",0,"everyon, Steve",Naples
"someone has visited Redding, Isaac has visited Manuel.",someone has visited Manuel,[MASK] has visited Manuel,someone,Isaac,"Redding, Manuel",1,"Isaac, Manuel",Redding
"Robert has visited Wabash, someone has visited Albert.",someone has visited Wabash,[MASK] has visited Wabash,someone,Robert,"Wabash, Albert",0,"Robert, Albert",Wabash
"everyone has visited Massachusetts, Erik didn't visit Trinidad.",it's false that everyone has visited Trinidad,it's false that [MASK] has visited Trinidad,everyone,Erik,"Massachusetts, Trinidad",1,Erik,"Massachusetts, Trinidad"
"everyon has visited Chelmsford, Derrick has visited Tyler.",it's false that someone didn't visit Chelmsford,it's false that [MASK] didn't visit Chelmsford,someone,"everyon, Derrick","Chelmsford, Tyler",0,"everyon, Derrick, Tyler",Chelmsford
"Theodore didn't visit Waterloo, everyone didn't visit Isaac.",someone didn't visit Waterloo,[MASK] didn't visit Waterloo,someone,Theodore,"Waterloo, Isaac",0,"Theodore, Isaac",Waterloo
"everyone has visited Rodney, Clyde has visited Lexington.",it's false that someone didn't visit Rodney,it's false that [MASK] didn't visit Rodney,someone,Clyde,"Rodney, Lexington",0,"Clyde, Rodney",Lexington
"Joseph didn't visit Travis, Wesley has visited Seth.",someone has visited Seth,[MASK] has visited Seth,someone,"Joseph, Wesley","Travis, Seth",1,"Joseph, Wesley, Travis, Seth",
"someone has visited Ian, Milton didn't visit Manchester.",it's false that everyone has visited Manchester,it's false that [MASK] has visited Manchester,everyone,Milton,"Ian, Manchester",1,"Milton, Ian",Manchester
"Virgil didn't visit Miguel, someone has visited Mario.",it's false that everyone has visited Miguel,it's false that [MASK] has visited Miguel,everyone,Virgil,"Miguel, Mario",0,"Virgil, Mario, Miguel",
"Everett has visited Arthur, Jose didn't visit Santa Monica.",someone has visited Arthur,[MASK] has visited Arthur,someone,"Everett, Jose","Arthur, Santa Monica",0,"Everett, Jose, Arthur",Santa Monica
"Edwin has visited Pierre, Tommy didn't visit Wesley.",it's false that everyone has visited Wesley,it's false that [MASK] has visited Wesley,everyone,"Edwin, Tommy","Pierre, Wesley",1,"Edwin, Tommy, Wesley",Pierre
"everyone has visited New Harmony, everyone has visited Jerome.",it's false that someone didn't visit New Harmony,it's false that [MASK] didn't visit New Harmony,someone,,"New Harmony, Jerome",0,Jerome,New Harmony
"Todd has visited Lance, Paul didn't visit Luis.",it's false that everyone has visited Luis,it's false that [MASK] has visited Luis,everyone,"Todd, Paul","Lance, Luis",1,"Todd, Paul, Lance, Luis",
"Christopher didn't visit Ryan, Rodney has visited Bardstown.",someone has visited Bardstown,[MASK] has visited Bardstown,someone,"Christopher, Rodney","Ryan, Bardstown",1,"Christopher, Rodney, Ryan",Bardstown
"Ronnie didn't visit Max, everyon has visited Andy.",it's false that someone didn't visit Andy,it's false that [MASK] didn't visit Andy,someone,"Ronnie, everyon","Max, Andy",1,"Ronnie, everyon, Max, Andy",
"Brad didn't visit Gerald, everyone has visited Rapid City.",it's false that someone didn't visit Rapid City,it's false that [MASK] didn't visit Rapid City,someone,Brad,"Gerald, Rapid City",1,"Brad, Gerald",Rapid City
"Warren didn't visit Leonard, someone has visited Ferguson.",it's false that everyone has visited Leonard,it's false that [MASK] has visited Leonard,everyone,Warren,"Leonard, Ferguson",0,"Warren, Leonard",Ferguson
